State,Covered Entity Type,Individuals Affected,Type of Breach,Location of Breached Information,Business Associate Present
WA,Healthcare Provider,18399,Unauthorized Access/Disclosure,Network Server,No
WI,Healthcare Provider,3179,Hacking/IT Incident,Email,No
PA,Health Plan,2814,Unauthorized Access/Disclosure,Other,No
KS,Healthcare Provider,707,Theft,Paper/Films,No
MD,Healthcare Provider,860,Hacking/IT Incident,"Desktop Computer, Electronic Medical Record",No
AL,Health Plan,1349,Unauthorized Access/Disclosure,Network Server,No
GA,Healthcare Provider,1000,Theft,Paper/Films,No
CA,Healthcare Provider,1400,Theft,Laptop,No
MA,Healthcare Provider,3840,Unauthorized Access/Disclosure,Desktop Computer,No
CA,Healthcare Provider,2029,Loss,Paper/Films,No
PA,Healthcare Provider,16228,Hacking/IT Incident,Network Server,No
SC,Healthcare Provider,812,Unauthorized Access/Disclosure,Paper/Films,No
WA,Healthcare Provider,2818,Unauthorized Access/Disclosure,Electronic Medical Record,No
PA,Healthcare Provider,1456,Loss,Paper/Films,No
CA,Healthcare Provider,777,Unauthorized Access/Disclosure,Paper/Films,No
MI,Healthcare Provider,1000,Unauthorized Access/Disclosure,"Desktop Computer, Electronic Medical Record, Other",No
CA,Healthcare Provider,16000,Hacking/IT Incident,Network Server,No
KY,Healthcare Provider,1500,Hacking/IT Incident,Network Server,No
CA,Healthcare Provider,6000,Hacking/IT Incident,Desktop Computer,No
OH,Healthcare Provider,300000,Hacking/IT Incident,Network Server,No
WA,Health Plan,668,Unauthorized Access/Disclosure,Paper/Films,No
CA,Healthcare Provider,2933,Hacking/IT Incident,Network Server,No
CA,Healthcare Provider,2292,Hacking/IT Incident,Network Server,No
GA,Healthcare Provider,10891,Unauthorized Access/Disclosure,Desktop Computer,No
NM,Healthcare Provider,500,Hacking/IT Incident,Network Server,No
MS,Healthcare Provider,64000,Hacking/IT Incident,Network Server,No
AZ,Healthcare Provider,14236,Hacking/IT Incident,Network Server,No
AR,Healthcare Provider,2124,Unauthorized Access/Disclosure,Other,No
CA,Healthcare Provider,4262,Theft,Other,No
CA,Healthcare Provider,2245,Unauthorized Access/Disclosure,Electronic Medical Record,No
IL,Healthcare Provider,540,Unauthorized Access/Disclosure,Other Portable Electronic Device,No
IL,Healthcare Provider,992,Unauthorized Access/Disclosure,Email,No
NE,Healthcare Provider,647,Improper Disposal,Paper/Films,No
FL,Healthcare Provider,3000,Hacking/IT Incident,Network Server,No
VA,Healthcare Provider,800,Theft,Electronic Medical Record,No
NV,Healthcare Provider,3000,Theft,Desktop Computer,No
FL,Healthcare Provider,6786,Loss,Paper/Films,No
CA,Healthcare Provider,8009,Unauthorized Access/Disclosure,Network Server,No
IN,Health Plan,3525,Unauthorized Access/Disclosure,Email,No
OR,Health Plan,544,Unauthorized Access/Disclosure,Network Server,No
CA,Health Plan,3044,Unauthorized Access/Disclosure,Network Server,No
CA,Health Plan,4432,Unauthorized Access/Disclosure,Network Server,No
TX,Business Associate,1235,Theft,Other,Yes
TX,Healthcare Provider,889,Improper Disposal,Paper/Films,No
AL,Healthcare Provider,1349,Theft,Laptop,No
MS,Business Associate,2000,Loss,Laptop,Yes
PA,Healthcare Provider,537,Unauthorized Access/Disclosure,Other Portable Electronic Device,No
FL,Healthcare Provider,7500,Unauthorized Access/Disclosure,Desktop Computer,No
AZ,Healthcare Provider,1049,Hacking/IT Incident,Other,No
IN,Health Plan,1458,Theft,Paper/Films,No
FL,Health Plan,2800,Unauthorized Access/Disclosure,Email,No
MN,Health Plan,2006,Loss,Other Portable Electronic Device,No
TX,Healthcare Provider,4210,Theft,Other Portable Electronic Device,No
NY,Healthcare Provider,1878,Theft,"Email, Other Portable Electronic Device",No
MA,Healthcare Provider,1745,Unauthorized Access/Disclosure,"Email, Other Portable Electronic Device",No
OH,Healthcare Provider,730,Unauthorized Access/Disclosure,Other Portable Electronic Device,No
NY,Healthcare Provider,913,Theft,Other Portable Electronic Device,No
LA,Health Plan,8000,Hacking/IT Incident,Other,No
PA,Healthcare Provider,544,Theft,Electronic Medical Record,No
RI,Healthcare Provider,626,Theft,Paper/Films,No
OH,Healthcare Provider,817,Hacking/IT Incident,"Desktop Computer, Email, Network Server",No
TX,Healthcare Provider,6800,Unauthorized Access/Disclosure,Other,No
IL,Health Plan,1000,Hacking/IT Incident,Network Server,No
FL,Healthcare Provider,5600,Improper Disposal,Paper/Films,No
TX,Healthcare Provider,1057,Theft,Paper/Films,No
CA,Healthcare Provider,749017,Hacking/IT Incident,Email,No
GA,Health Plan,1042,Hacking/IT Incident,Network Server,No
OH,Healthcare Provider,574,Theft,"Electronic Medical Record, Email, Laptop, Paper/Films",No
WA,Health Plan,381504,Hacking/IT Incident,"Network Server, Other",No
IN,Health Plan,2387,Hacking/IT Incident,Network Server,No
CA,Healthcare Provider,2013,Theft,Paper/Films,No
MN,Health Plan,2441,Hacking/IT Incident,Network Server,No
TN,Healthcare Provider,13150,Hacking/IT Incident,Network Server,No
KY,Healthcare Provider,822,Theft,Other,No
MD,Healthcare Provider,600,Loss,Other Portable Electronic Device,No
AL,Healthcare Provider,1090,Unauthorized Access/Disclosure,Electronic Medical Record,No
OH,Healthcare Provider,1126,Unauthorized Access/Disclosure,"Network Server, Paper/Films",No
MD,Healthcare Provider,1145,Unauthorized Access/Disclosure,Email,No
TX,Healthcare Provider,75000,Unauthorized Access/Disclosure,Desktop Computer,No
SC,Healthcare Provider,576,Loss,Other Portable Electronic Device,No
CA,Healthcare Provider,670,Loss,Paper/Films,No
CA,Healthcare Provider,569,Hacking/IT Incident,Email,No
FL,Health Plan,24809,Hacking/IT Incident,Network Server,No
IL,Healthcare Provider,4500,Unauthorized Access/Disclosure,Paper/Films,No
AZ,Healthcare Provider,500,Unauthorized Access/Disclosure,Email,No
FL,Healthcare Provider,650,Loss,Paper/Films,No
MN,Healthcare Provider,776,Improper Disposal,Paper/Films,No
WV,Healthcare Provider,7445,Theft,Electronic Medical Record,No
TN,Healthcare Provider,687,Unauthorized Access/Disclosure,Paper/Films,No
RI,Healthcare Provider,724,Theft,Paper/Films,No
VA,Healthcare Provider,2716,Unauthorized Access/Disclosure,Electronic Medical Record,No
TX,Healthcare Provider,1417,Unauthorized Access/Disclosure,Email,No
CO,Health Plan,1320,Unauthorized Access/Disclosure,Paper/Films,No
GA,,967,Unauthorized Access/Disclosure,Paper/Films,No
KY,,1806,Unauthorized Access/Disclosure,Email,No
WV,,611,Improper Disposal,Paper/Films,No
IA,,2969,Unauthorized Access/Disclosure,Email,No
TX,,842,Hacking/IT Incident,"Electronic Medical Record, Network Server",No
FL,,860,Unauthorized Access/Disclosure,Email,No
AZ,,2500,Loss,Paper/Films,No
CA,,15000,Theft,"Desktop Computer, Electronic Medical Record, Email, Laptop, Other, Other Portable Electronic Device, Paper/Films",No
AL,,4300,Hacking/IT Incident,Network Server,No
AL,,4300,Hacking/IT Incident,Network Server,No
TX,,1842,Improper Disposal,Paper/Films,No
FL,,531,Loss,Other Portable Electronic Device,No
FL,,1214,Unauthorized Access/Disclosure,Paper/Films,No
TX,,1000,Theft,Paper,No
MO,,1000,Theft,Network Server,No
AK,,501,Theft,"Other Portable Electronic Device, Other",No
DC,,3800,Loss,Laptop,No
CA,,5257,Theft,Desktop Computer,No
CA,,857,Theft,Desktop Computer,No
CA,,6145,Theft,Desktop Computer,No
CA,,952,Theft,Desktop Computer,No
CA,,5166,Theft,Desktop Computer,No
CA,,5900,Theft,Laptop,No
PA,,943,Theft,Laptop,No
TN,,6400,Theft,Laptop,No
NY,,83000,Other,Paper,Yes
CA,,596,Theft,Other,No
NC,,2000,Hacking/IT Incident,"Desktop Computer, Network Server, Electronic Medical Record",Yes
MI,,10000,Theft,Other Portable Electronic Device,No
MI,,646,Theft,"Laptop, Desktop Computer",No
CA,,610,Other,E-mail,No
MA,,1860,Theft,"Other Portable Electronic Device, Other, Electronic Medical Record",No
MA,,1076,Theft,Other,No
DC,,3400,Theft,Paper,Yes
DC,,15000,Theft,Paper,Yes
CA,,15500,Theft,"Other Portable Electronic Device, Other",No
IL,,2562,Theft,Other,Yes
MI,,10000,Theft,Other,No
TX,,3800,Loss,"Other Portable Electronic Device, Other",No
TX,,900,Theft,Laptop,No
MO,,9309,Theft,Desktop Computer,No
IL,,812,Theft,Laptop,No
TX,,689,Theft,Other,No
CA,,7300,Theft,Laptop,No
IL,,1300,Theft,"Other, Paper",No
UT,,5700,Theft,Other,Yes
NV,,5103,Theft,Paper,No
AZ,,1100,Theft,Laptop,No
RI,,528,Other,Paper,Yes
PR,,1907,Theft,Paper,Yes
PR,,605,Theft,Paper,Yes
FL,,8000,Theft,Desktop Computer,No
TN,,3900,Theft,Paper,No
CA,,532,Other,Desktop Computer,No
NM,,1900,Other,Desktop Computer,No
CA,,3500,Theft,Network Server,No
CO,,2500,Theft,Other,No
FL,,12580,Theft,Laptop,No
WY,,9023,Unauthorized Access/Disclosure ,Network Server,No
WI,,9500,Theft,Laptop,No
NC,,554,Theft,Paper,No
NY,,625,Theft,Laptop,No
TX,,21000,Theft,"Other Portable Electronic Device, Other",No
FL,,3800,Other,Paper,No
WA,,5080,Theft,Laptop,No
FL,,2600,Theft,Laptop,No
CT,,957,Hacking/IT Incident,Network Server,No
AL,,2465,Theft,Laptop,No
TX,,768,Unauthorized Access/Disclosure ,E-mail,Yes
AZ,,2773,Theft,Other Portable Electronic Device,No
PA,,8000,"Theft, Loss",Paper,No
MI,,83945,Other,Other,No
IL,,6800,Loss,Paper,No
CA,,5450,Theft,Laptop,No
NE,,660,Other,Paper,Yes
TX,,955,Theft,Laptop,No
NY,,344579,Theft,Other,No
WI,,600,Other,Other,No
CT,,54165,Theft,Laptop,No
MA,,3594,Theft,Laptop,No
RI,,12000,Theft,Paper,No
SC,,2850,Improper Disposal,Paper,No
CA,,22012,Theft,Desktop Computer,No
KY,,5148,Theft,"Other Portable Electronic Device, Other",No
TN,,1874,Loss,Other,Yes
MN,,735,Theft,"Other, Paper",No
TX,,1430,"Loss, Improper Disposal",Paper,No
VA,,500,Theft,"Laptop, Desktop Computer",No
IL,,180111,Theft,"Other Portable Electronic Device, Other",Yes
CO,,649,Theft,Paper,No
FL,,568,Loss,Paper,No
TX,,4200,Theft,Laptop,No
DC,,2416,"Theft, Other","E-mail, Other Portable Electronic Device",No
CA,,40000,Theft,Network Server,No
CA,,584,Theft,Desktop Computer,No
DC,,656,Theft,Laptop,Yes
NM,,9600,Theft,Laptop,Yes
SC,,653,Theft,Laptop,No
NY,,2628,Other,Paper,No
NE,,800,Theft,Laptop,Yes
NC,,5220,Loss,Other,No
TX,,4083,Improper Disposal,Paper,No
IL,,1000,Theft,Laptop,No
OH,,60998,Theft,Laptop,No
KS,,1105,Theft,Laptop,No
FL,,1220000,Theft,Laptop,No
MN,,16291,Other,Paper,No
NY,,130495,Theft,Other,Yes
MI,,2300,Theft,Laptop,No
KY,,708,Hacking/IT Incident,Network Server,No
TN,,1745,Loss,Laptop,No
TN,,10515,Theft,Laptop,Yes
OH,,1001,Other,E-mail,No
NY,,1020,Theft,"Laptop, Desktop Computer, Network Server, E-mail",No
TX,,600,Theft,Network Server,No
GA,,14000,Loss,Other,Yes
NV,,7526,Theft,Network Server,No
MD,,937,Other,E-mail,Yes
AZ,,5893,Theft,Laptop,No
CA,,1000,Other,Paper,No
TN,,1537,Other,"Desktop Computer, Paper",No
CA,,29000,"Loss, Other","Other Portable Electronic Device, Other",Yes
NY,,800,Theft,"Other Portable Electronic Device, Other",No
NY,,2563,Theft,Other Portable Electronic Device,No
FL,,2047,Other,Paper,No
NM,,3830,Theft,Laptop,No
CO,,105470,Theft,Desktop Computer,Yes
VA,,669,Theft,Other Portable Electronic Device,No
NC,,13000,Theft,"Desktop Computer, Other",No
IL,,1097,Other,Paper,Yes
MA,,800000,Loss,"Other Portable Electronic Device, Other, Electronic Medical Record",Yes
NY,,16820,Theft,Desktop Computer,No
DC,,540,Theft,Laptop,No
NY,,23753,Theft,Desktop Computer,No
OH,,1200,Improper Disposal,Paper,No
TX,,27000,Hacking/IT Incident,Network Server,No
CT,,6372,Improper Disposal,Paper,No
TX,,6873,Theft,Desktop Computer,No
KY,,2631,Other,Paper,Yes
IN,,31700,Hacking/IT Incident,Network Server,No
NC,,1590,Theft,Paper,No
MI,,1073,Loss,Other,Yes
TX,,694,Theft,Laptop,No
TX,,1646,Theft,Laptop,No
OH,,1309,Other,Laptop,No
PA,,560,Other,Other,No
OH,,13867,Theft,Laptop,No
TX,,25000,Theft,Network Server,No
IL,,657,"Theft, Loss",Paper,No
MA,,11440,Other,"Other Portable Electronic Device, Other",Yes
KY,,2089,Theft,Laptop,No
MO,,1907,Improper Disposal,Paper,No
PA,,21000,Theft,Laptop,No
NC,,2300,Hacking/IT Incident,Desktop Computer,No
ID,,5500,Loss,Other,Yes
CA,,10100,Theft,Desktop Computer,No
WA,,2698,Theft,Desktop Computer,No
TN,,1711,Loss,"Other Portable Electronic Device, Other",No
CT,,1000,Theft,Laptop,No
KY,,2027,Theft,Laptop,No
IL,,7081,Theft,Laptop,No
OR,,4328,Theft,"Laptop, Desktop Computer, Other Portable Electronic Device, Other",No
NM,,1000,Theft,"Other Portable Electronic Device, Other",No
MA,,24750,Improper Disposal,Paper,Yes
NJ,,956,Theft,"Other Portable Electronic Device, Other",Yes
NJ,,3630,Theft,Other Portable Electronic Device,Yes
NY,,1200,Loss,"Other Portable Electronic Device, Other",No
NY,,857,Loss,Other Portable Electronic Device,No
DE,,22642,Other,Network Server,Yes
VA,,2739,Theft,Laptop,No
MN,,1740,Unauthorized Access/Disclosure,Electronic Medical Record,No
NV,,507,Theft,Paper,No
RI,,1361,Theft,Paper,No
IA,,19222,Loss,Other Portable Electronic Device,No
IN,,2000,Theft,"Laptop, Desktop Computer",No
CA,,33000,Theft,Paper,No
KS,,1200,Theft,"Laptop, Paper",No
MN,,1270,Other,Paper,Yes
NY,,9000,Theft,Desktop Computer,No
OH,,2123,Improper Disposal,Paper,No
AK,,2000,Theft,"Other Portable Electronic Device, Other",Yes
IN,,1199,Theft,Laptop,No
MA,,20000,Improper Disposal,Paper,No
CA,,1474,Theft,"Other Portable Electronic Device, Other",Yes
CA,,1474,Theft,"Other Portable Electronic Device, Other",Yes
NY,,6800,Theft,Network Server,No
IL,,967,Improper Disposal,Paper,No
OK,,19200,Hacking/IT Incident,Desktop Computer,No
CA,,928,Theft,Desktop Computer,No
MA,,11000,Improper Disposal,Paper,Yes
NY,,578,Theft,Laptop,No
TX,,4700,Theft,"Laptop, Network Server",No
KY,,2200,Theft,Paper,No
MD,,692,Other,Other,No
TX,,585,Theft,Laptop,No
UT,,1298,Other,"Desktop Computer, Paper",Yes
WA,,9493,Hacking/IT Incident,Network Server,No
AR,,1000,Theft,"Other Portable Electronic Device, Other",No
TN,,1023209,Theft,Other,No
CA,,716,Loss,Paper,No
PR,,475000,"Unauthorized Access/Disclosure, Hacking/IT Incident",Network Server,Yes
CT,,2345,Unauthorized Access/Disclosure,Network Server,No
MS,,1104,Theft,Desktop Computer,No
PR,,115000,Unauthorized Access/Disclosure,"Other Portable Electronic Device, Other",Yes
CT,,12000,Theft,Laptop,No
NE,,1550,Theft,Desktop Computer,No
NY,,535,Theft,Laptop,No
IN,,845,Unauthorized Access/Disclosure,Paper,No
MO,,1400,Theft,Laptop,No
MI,,3700,Theft,Laptop,No
FL,,1500,Theft,Paper,No
NJ,,1744,Theft,Network Server,Yes
CA,,771,Unauthorized Access/Disclosure,Paper,No
OK,,1950,"Theft, Loss, Improper Disposal",Paper,No
PA,,613,Theft,Desktop Computer,No
NY,,542,Theft,Desktop Computer,No
TN,,8200,Improper Disposal,Paper,No
LA,,9475,Unauthorized Access/Disclosure,Paper,Yes
TX,,800,Theft,Desktop Computer,No
PR,,1000,"Theft, Unauthorized Access/Disclosure, Hacking/IT Incident","Laptop, Desktop Computer",No
PA,,1085,Unauthorized Access/Disclosure,Network Server,Yes
MD,,1000,Hacking/IT Incident,"Desktop Computer, Network Server",No
IL,,556,Theft,Desktop Computer,No
WI,,3288,Theft,Laptop,No
OH,,1000,Improper Disposal,Paper,No
CA,,1250,Theft,"Other Portable Electronic Device, Other",No
WI,,585,Unauthorized Access/Disclosure,Other,Yes
IN,,757,Theft,Laptop,Yes
MN,,3159,Theft,Laptop,No
PA,,2928,Unauthorized Access/Disclosure,E-mail,No
KY,,24600,"Theft, Loss","Other Portable Electronic Device, Other",No
MD,,800,Theft,Paper,Yes
AL,,2000,Theft,"Other Portable Electronic Device, Other",No
PA,,808,Loss,"Other Portable Electronic Device, Other",No
FL,,156000,Theft,Network Server,No
OH,,501,Theft,"Laptop, Desktop Computer",No
NH,,231400,Hacking/IT Incident,Network Server,No
FL,,2200,Theft,Laptop,No
VA,,11982,Theft,Laptop,No
IN,,1848,Hacking/IT Incident,"Network Server, E-mail",No
TX,,9922,"Theft, Loss","Other Portable Electronic Device, Other",No
WA,,1250,Theft,Desktop Computer,No
SC,,5596,Hacking/IT Incident,Desktop Computer,No
MI,,656,Theft,"Laptop, Desktop Computer",No
SC,,16200,Loss,"Other Portable Electronic Device, Other",Yes
TN,,4800,Theft,Other,Yes
WA,,12009,Theft,"Other Portable Electronic Device, Other",No
TX,,4486,Theft,Laptop,No
TX,,8241,Theft,"Other Portable Electronic Device, Other",No
TN,,500,Theft,Desktop Computer,No
CO,,546,Theft,Paper,No
KY,,18871,Hacking/IT Incident,Network Server,Yes
MT,,37000,"Theft, Loss",Laptop,No
WA,,3100,Theft,Paper,No
MO,,800,Hacking/IT Incident,Desktop Computer,No
NY,,1700000,Theft,"Other, Electronic Medical Record",Yes
CA,,2250,Unauthorized Access/Disclosure,Other,No
IL,,2700,Theft,"Other Portable Electronic Device, Other",Yes
WV,,3655,Unauthorized Access/Disclosure,Network Server,Yes
AZ,,2291,Loss,"Other Portable Electronic Device, Other",No
PR,,2621,Unknown,Desktop Computer,No
MI,,2777,Loss,"Other Portable Electronic Device, Other",No
NY,,500,Theft,Paper,No
CO,,4500,Unauthorized Access/Disclosure,Paper,No
FL,,7366,Unknown,Other,No
MA,,942,Unauthorized Access/Disclosure,Desktop Computer,No
KY,,8845,Theft,Laptop,No
OK,,600,Loss,"Desktop Computer, Other Portable Electronic Device, Other",No
MO,,765,Unauthorized Access/Disclosure,Paper,Yes
TX,,654,Unknown,Electronic Medical Record,No
NY,,670,Theft,Desktop Computer,No
AL,,20744,Theft,"Desktop Computer, Network Server, Other Portable Electronic Device, Other",No
WV,,1470,Unauthorized Access/Disclosure,Paper,No
CA,,667,Theft,Laptop,No
CA,,514330,Theft,Desktop Computer,No
AK,,1700,Theft,Laptop,Yes
AZ,,635,Theft,"Other Portable Electronic Device, Other",No
AZ,,10000,Theft,"Other Portable Electronic Device, Other",No
CT,,93500,Loss,Other,Yes
OK,,84000,Theft,Network Server,No
MO,,935,Unauthorized Access/Disclosure,Other,No
OK,,132940,Theft,"Laptop, Paper",No
SC,,2717,Improper Disposal,Paper,No
CA,,1900000,Unknown,Other,Yes
AZ,,566,Theft,Paper,No
MN,,1215,Loss,Paper,No
WI,,675,Unauthorized Access/Disclosure,Other,Yes
WY,,15000,Hacking/IT Incident,Desktop Computer,No
NC,,6000,Hacking/IT Incident,Network Server,No
IL,,845,Hacking/IT Incident,"Laptop, Desktop Computer, Network Server, E-mail",No
IL,,686,Hacking/IT Incident,"Laptop, Desktop Computer, Network Server, E-mail",No
AZ,,9393,Hacking/IT Incident,"Laptop, Desktop Computer, Network Server, E-mail",No
IL,,532,Hacking/IT Incident,"Laptop, Desktop Computer, Network Server, E-mail",No
IL,,1070,Hacking/IT Incident,"Laptop, Desktop Computer, Network Server, E-mail",No
OH,,500,Improper Disposal,Other,No
NH,,5960,Theft,Laptop,No
TX,,1500,Theft,Laptop,No
MA,,563,Theft,Laptop,No
IN,,22001,Theft,Laptop,No
MO,,850,Unauthorized Access/Disclosure,Other,No
PA,,1388,Theft,Paper,No
PR,,32390,Theft,Desktop Computer,No
PR,,24361,Theft,Desktop Computer,No
